sample-id,absolute-filepath,direction
syncomP93,/work/gif3/sharu/Metagenomics/data/syncomP93_160125_R2.fastq.gz,reverse
GC38GC2,/work/gif3/sharu/Metagenomics/data/GC38GC2_806rcbc346_R2.fastq.gz,reverse
GC98GC2,/work/gif3/sharu/Metagenomics/data/GC98GC2_806rcbc388_R1.fastq.gz,forward
GC84GC1,/work/gif3/sharu/Metagenomics/data/GC84GC1_806rcbc416_R2.fastq.gz,reverse
syncomP41,/work/gif3/sharu/Metagenomics/data/syncomP41_160125_R2.fastq.gz,reverse
syncomP41,/work/gif3/sharu/Metagenomics/data/syncomP41_160126_R1.fastq.gz,forward
GC9GC2,/work/gif3/sharu/Metagenomics/data/GC9GC2_806rcbc386_R2.fastq.gz,reverse
GC73GC2,/work/gif3/sharu/Metagenomics/data/GC73GC2_806rcbc364_R2.fastq.gz,reverse
GC97GC1,/work/gif3/sharu/Metagenomics/data/GC97GC1_806rcbc181_R1.fastq.gz,forward
GC25GC2,/work/gif3/sharu/Metagenomics/data/GC25GC2_806rcbc421_R2.fastq.gz,reverse
syncomP81,/work/gif3/sharu/Metagenomics/data/syncomP81_160125_R1.fastq.gz,forward
GC1GC2,/work/gif3/sharu/Metagenomics/data/GC1GC2_806rcbc457_R2.fastq.gz,reverse
syncomP81,/work/gif3/sharu/Metagenomics/data/syncomP81_160126_R2.fastq.gz,reverse
GC89GC2,/work/gif3/sharu/Metagenomics/data/GC89GC2_806rcbc306_R1.fastq.gz,forward
syncomP10,/work/gif3/sharu/Metagenomics/data/syncomP10_160125_R2.fastq.gz,reverse
syncomP10,/work/gif3/sharu/Metagenomics/data/syncomP10_160126_R1.fastq.gz,forward
GC95GC2,/work/gif3/sharu/Metagenomics/data/GC95GC2_806rcbc468_R2.fastq.gz,reverse
GC20GC2,/work/gif3/sharu/Metagenomics/data/GC20GC2_806rcbc413_R2.fastq.gz,reverse
GC51GC2,/work/gif3/sharu/Metagenomics/data/GC51GC2_806rcbc423_R2.fastq.gz,reverse
GC46GC1,/work/gif3/sharu/Metagenomics/data/GC46GC1_806rcbc317_R1.fastq.gz,forward
GC37GC2,/work/gif3/sharu/Metagenomics/data/GC37GC2_806rcbc116_R2.fastq.gz,reverse
GC21GC2,/work/gif3/sharu/Metagenomics/data/GC21GC2_806rcbc405_R1.fastq.gz,forward
GC76GC2,/work/gif3/sharu/Metagenomics/data/GC76GC2_806rcbc473_R1.fastq.gz,forward
GC23GC1,/work/gif3/sharu/Metagenomics/data/GC23GC1_806rcbc182_R1.fastq.gz,forward
GC31GC2,/work/gif3/sharu/Metagenomics/data/GC31GC2_806rcbc449_R2.fastq.gz,reverse
GC12GC1,/work/gif3/sharu/Metagenomics/data/GC12GC1_806rcbc190_R2.fastq.gz,reverse
syncomP23,/work/gif3/sharu/Metagenomics/data/syncomP23_160126_R2.fastq.gz,reverse
syncomP23,/work/gif3/sharu/Metagenomics/data/syncomP23_160125_R1.fastq.gz,forward
GC56GC1,/work/gif3/sharu/Metagenomics/data/GC56GC1_806rcbc357_R1.fastq.gz,forward
GC106GC1,/work/gif3/sharu/Metagenomics/data/GC106GC1_806rcbc186_R1.fastq.gz,forward
GC93GC2,/work/gif3/sharu/Metagenomics/data/GC93GC2_806rcbc137_R2.fastq.gz,reverse
GC73GC2,/work/gif3/sharu/Metagenomics/data/GC73GC2_806rcbc172_R2.fastq.gz,reverse
GC94GC2,/work/gif3/sharu/Metagenomics/data/GC94GC2_806rcbc120_R2.fastq.gz,reverse
GC33GC2,/work/gif3/sharu/Metagenomics/data/GC33GC2_806rcbc463_R2.fastq.gz,reverse
syncomP72,/work/gif3/sharu/Metagenomics/data/syncomP72_160126_R2.fastq.gz,reverse
syncomP72,/work/gif3/sharu/Metagenomics/data/syncomP72_160125_R1.fastq.gz,forward
GC56GC2,/work/gif3/sharu/Metagenomics/data/GC56GC2_806rcbc455_R1.fastq.gz,forward
GC95GC2,/work/gif3/sharu/Metagenomics/data/GC95GC2_806rcbc180_R1.fastq.gz,forward
GC28GC2,/work/gif3/sharu/Metagenomics/data/GC28GC2_806rcbc451_R1.fastq.gz,forward
GC90GC2,/work/gif3/sharu/Metagenomics/data/GC90GC2_806rcbc107_R2.fastq.gz,reverse
GC100GC2,/work/gif3/sharu/Metagenomics/data/GC100GC2_806rcbc303_R2.fastq.gz,reverse
GC52GC1,/work/gif3/sharu/Metagenomics/data/GC52GC1_806rcbc107_R2.fastq.gz,reverse
GC81GC2,/work/gif3/sharu/Metagenomics/data/GC81GC2_806rcbc400_R2.fastq.gz,reverse
syncomP22,/work/gif3/sharu/Metagenomics/data/syncomP22_160126_R1.fastq.gz,forward
syncomP22,/work/gif3/sharu/Metagenomics/data/syncomP22_160125_R2.fastq.gz,reverse
GC22GC2,/work/gif3/sharu/Metagenomics/data/GC22GC2_806rcbc126_R2.fastq.gz,reverse
GC43GC2,/work/gif3/sharu/Metagenomics/data/GC43GC2_806rcbc298_R2.fastq.gz,reverse
GC55GC2,/work/gif3/sharu/Metagenomics/data/GC55GC2_806rcbc363_R1.fastq.gz,forward
GC75GC2,/work/gif3/sharu/Metagenomics/data/GC75GC2_806rcbc184_R2.fastq.gz,reverse
GC15GC2,/work/gif3/sharu/Metagenomics/data/GC15GC2_806rcbc342_R1.fastq.gz,forward
GC70GC1,/work/gif3/sharu/Metagenomics/data/GC70GC1_806rcbc149_R2.fastq.gz,reverse
GC45GC1,/work/gif3/sharu/Metagenomics/data/GC45GC1_806rcbc170_R2.fastq.gz,reverse
syncomP73,/work/gif3/sharu/Metagenomics/data/syncomP73_160126_R1.fastq.gz,forward
syncomP73,/work/gif3/sharu/Metagenomics/data/syncomP73_160125_R2.fastq.gz,reverse
GC3GC1,/work/gif3/sharu/Metagenomics/data/GC3GC1_806rcbc127_R1.fastq.gz,forward
GC61GC2,/work/gif3/sharu/Metagenomics/data/GC61GC2_806rcbc138_R2.fastq.gz,reverse
GC53GC1,/work/gif3/sharu/Metagenomics/data/GC53GC1_806rcbc349_R2.fastq.gz,reverse
syncomP40,/work/gif3/sharu/Metagenomics/data/syncomP40_160125_R1.fastq.gz,forward
syncomP40,/work/gif3/sharu/Metagenomics/data/syncomP40_160126_R2.fastq.gz,reverse
GC22GC1,/work/gif3/sharu/Metagenomics/data/GC22GC1_806rcbc376_R2.fastq.gz,reverse
syncomP80,/work/gif3/sharu/Metagenomics/data/syncomP80_160125_R2.fastq.gz,reverse
syncomP80,/work/gif3/sharu/Metagenomics/data/syncomP80_160126_R1.fastq.gz,forward
GC43GC2,/work/gif3/sharu/Metagenomics/data/GC43GC2_806rcbc394_R2.fastq.gz,reverse
GC7GC1,/work/gif3/sharu/Metagenomics/data/GC7GC1_806rcbc316_R1.fastq.gz,forward
GC83GC2,/work/gif3/sharu/Metagenomics/data/GC83GC2_806rcbc296_R2.fastq.gz,reverse
GC93GC1,/work/gif3/sharu/Metagenomics/data/GC93GC1_806rcbc329_R1.fastq.gz,forward
GC71GC2,/work/gif3/sharu/Metagenomics/data/GC71GC2_806rcbc448_R2.fastq.gz,reverse
GC79GC2,/work/gif3/sharu/Metagenomics/data/GC79GC2_806rcbc467_R1.fastq.gz,forward
syncomP11,/work/gif3/sharu/Metagenomics/data/syncomP11_160125_R1.fastq.gz,forward
syncomP11,/work/gif3/sharu/Metagenomics/data/syncomP11_160126_R2.fastq.gz,reverse
GC2GC2,/work/gif3/sharu/Metagenomics/data/GC2GC2_806rcbc362_R1.fastq.gz,forward
GC73GC1,/work/gif3/sharu/Metagenomics/data/GC73GC1_806rcbc363_R1.fastq.gz,forward
GC45GC2,/work/gif3/sharu/Metagenomics/data/GC45GC2_806rcbc158_R1.fastq.gz,forward
GC100GC2,/work/gif3/sharu/Metagenomics/data/GC100GC2_806rcbc399_R1.fastq.gz,forward
GC44GC2,/work/gif3/sharu/Metagenomics/data/GC44GC2_806rcbc141_R2.fastq.gz,reverse
GC106GC1,/work/gif3/sharu/Metagenomics/data/GC106GC1_806rcbc378_R2.fastq.gz,reverse
GC14GC1,/work/gif3/sharu/Metagenomics/data/GC14GC1_806rcbc118_R1.fastq.gz,forward
GC62GC2,/work/gif3/sharu/Metagenomics/data/GC62GC2_806rcbc302_R1.fastq.gz,forward
GC59GC2,/work/gif3/sharu/Metagenomics/data/GC59GC2_806rcbc452_R2.fastq.gz,reverse
GC29GC2,/work/gif3/sharu/Metagenomics/data/GC29GC2_806rcbc385_R2.fastq.gz,reverse
GC3GC2,/work/gif3/sharu/Metagenomics/data/GC3GC2_806rcbc420_R2.fastq.gz,reverse
GC89GC1,/work/gif3/sharu/Metagenomics/data/GC89GC1_806rcbc169_R1.fastq.gz,forward
GC63GC2,/work/gif3/sharu/Metagenomics/data/GC63GC2_806rcbc453_R1.fastq.gz,forward
syncomP52,/work/gif3/sharu/Metagenomics/data/syncomP52_160126_R1.fastq.gz,forward
GC95GC2,/work/gif3/sharu/Metagenomics/data/GC95GC2_806rcbc372_R1.fastq.gz,forward
syncomP52,/work/gif3/sharu/Metagenomics/data/syncomP52_160125_R2.fastq.gz,reverse
GC88GC2,/work/gif3/sharu/Metagenomics/data/GC88GC2_806rcbc139_R2.fastq.gz,reverse
syncomP8,/work/gif3/sharu/Metagenomics/data/syncomP8_160125_R2.fastq.gz,reverse
syncomP8,/work/gif3/sharu/Metagenomics/data/syncomP8_160126_R1.fastq.gz,forward
GC18GC2,/work/gif3/sharu/Metagenomics/data/GC18GC2_806rcbc159_R2.fastq.gz,reverse
GC21GC1,/work/gif3/sharu/Metagenomics/data/GC21GC1_806rcbc356_R2.fastq.gz,reverse
GC57GC2,/work/gif3/sharu/Metagenomics/data/GC57GC2_806rcbc337_R2.fastq.gz,reverse
GC17GC1,/work/gif3/sharu/Metagenomics/data/GC17GC1_806rcbc350_R2.fastq.gz,reverse
GC55GC2,/work/gif3/sharu/Metagenomics/data/GC55GC2_806rcbc459_R2.fastq.gz,reverse
syncomP92,/work/gif3/sharu/Metagenomics/data/syncomP92_160126_R2.fastq.gz,reverse
syncomP92,/work/gif3/sharu/Metagenomics/data/syncomP92_160125_R1.fastq.gz,forward
GC31GC2,/work/gif3/sharu/Metagenomics/data/GC31GC2_806rcbc353_R1.fastq.gz,forward
GC34GC1,/work/gif3/sharu/Metagenomics/data/GC34GC1_806rcbc460_R2.fastq.gz,reverse
syncomP5,/work/gif3/sharu/Metagenomics/data/syncomP5_160125_R1.fastq.gz,forward
syncomP5,/work/gif3/sharu/Metagenomics/data/syncomP5_160126_R2.fastq.gz,reverse
syncomP61,/work/gif3/sharu/Metagenomics/data/syncomP61_160125_R1.fastq.gz,forward
syncomP61,/work/gif3/sharu/Metagenomics/data/syncomP61_160126_R2.fastq.gz,reverse
GC53GC2,/work/gif3/sharu/Metagenomics/data/GC53GC2_806rcbc105_R1.fastq.gz,forward
GC39GC1,/work/gif3/sharu/Metagenomics/data/GC39GC1_806rcbc142_R1.fastq.gz,forward
GC29GC2,/work/gif3/sharu/Metagenomics/data/GC29GC2_806rcbc289_R2.fastq.gz,reverse
GC2GC2,/work/gif3/sharu/Metagenomics/data/GC2GC2_806rcbc458_R2.fastq.gz,reverse
GC40GC2,/work/gif3/sharu/Metagenomics/data/GC40GC2_806rcbc118_R1.fastq.gz,forward
GC81GC1,/work/gif3/sharu/Metagenomics/data/GC81GC1_806rcbc288_R2.fastq.gz,reverse
GC26GC2,/work/gif3/sharu/Metagenomics/data/GC26GC2_806rcbc422_R1.fastq.gz,forward
GC42GC2,/work/gif3/sharu/Metagenomics/data/GC42GC2_806rcbc188_R2.fastq.gz,reverse
syncomP30,/work/gif3/sharu/Metagenomics/data/syncomP30_160125_R1.fastq.gz,forward
syncomP30,/work/gif3/sharu/Metagenomics/data/syncomP30_160126_R2.fastq.gz,reverse
GC16GC1,/work/gif3/sharu/Metagenomics/data/GC16GC1_806rcbc328_R2.fastq.gz,reverse
GC14GC2,/work/gif3/sharu/Metagenomics/data/GC14GC2_806rcbc403_R1.fastq.gz,forward
GC32GC1,/work/gif3/sharu/Metagenomics/data/GC32GC1_806rcbc326_R2.fastq.gz,reverse
GC72GC2,/work/gif3/sharu/Metagenomics/data/GC72GC2_806rcbc341_R2.fastq.gz,reverse
GC103GC1,/work/gif3/sharu/Metagenomics/data/GC103GC1_806rcbc150_R1.fastq.gz,forward
syncomP40,/work/gif3/sharu/Metagenomics/data/syncomP40_160126_R1.fastq.gz,forward
syncomP40,/work/gif3/sharu/Metagenomics/data/syncomP40_160125_R2.fastq.gz,reverse
GC53GC1,/work/gif3/sharu/Metagenomics/data/GC53GC1_806rcbc349_R1.fastq.gz,forward
GC22GC1,/work/gif3/sharu/Metagenomics/data/GC22GC1_806rcbc376_R1.fastq.gz,forward
GC7GC1,/work/gif3/sharu/Metagenomics/data/GC7GC1_806rcbc316_R2.fastq.gz,reverse
GC43GC2,/work/gif3/sharu/Metagenomics/data/GC43GC2_806rcbc394_R1.fastq.gz,forward
syncomP80,/work/gif3/sharu/Metagenomics/data/syncomP80_160126_R2.fastq.gz,reverse
syncomP80,/work/gif3/sharu/Metagenomics/data/syncomP80_160125_R1.fastq.gz,forward
GC71GC2,/work/gif3/sharu/Metagenomics/data/GC71GC2_806rcbc448_R1.fastq.gz,forward
GC93GC1,/work/gif3/sharu/Metagenomics/data/GC93GC1_806rcbc329_R2.fastq.gz,reverse
GC83GC2,/work/gif3/sharu/Metagenomics/data/GC83GC2_806rcbc296_R1.fastq.gz,forward
GC79GC2,/work/gif3/sharu/Metagenomics/data/GC79GC2_806rcbc467_R2.fastq.gz,reverse
syncomP11,/work/gif3/sharu/Metagenomics/data/syncomP11_160126_R1.fastq.gz,forward
syncomP11,/work/gif3/sharu/Metagenomics/data/syncomP11_160125_R2.fastq.gz,reverse
GC2GC2,/work/gif3/sharu/Metagenomics/data/GC2GC2_806rcbc362_R2.fastq.gz,reverse
GC100GC2,/work/gif3/sharu/Metagenomics/data/GC100GC2_806rcbc399_R2.fastq.gz,reverse
GC44GC2,/work/gif3/sharu/Metagenomics/data/GC44GC2_806rcbc141_R1.fastq.gz,forward
GC73GC1,/work/gif3/sharu/Metagenomics/data/GC73GC1_806rcbc363_R2.fastq.gz,reverse
GC45GC2,/work/gif3/sharu/Metagenomics/data/GC45GC2_806rcbc158_R2.fastq.gz,reverse
syncomP22,/work/gif3/sharu/Metagenomics/data/syncomP22_160125_R1.fastq.gz,forward
syncomP22,/work/gif3/sharu/Metagenomics/data/syncomP22_160126_R2.fastq.gz,reverse
GC22GC2,/work/gif3/sharu/Metagenomics/data/GC22GC2_806rcbc126_R1.fastq.gz,forward
GC43GC2,/work/gif3/sharu/Metagenomics/data/GC43GC2_806rcbc298_R1.fastq.gz,forward
GC55GC2,/work/gif3/sharu/Metagenomics/data/GC55GC2_806rcbc363_R2.fastq.gz,reverse
GC75GC2,/work/gif3/sharu/Metagenomics/data/GC75GC2_806rcbc184_R1.fastq.gz,forward
GC15GC2,/work/gif3/sharu/Metagenomics/data/GC15GC2_806rcbc342_R2.fastq.gz,reverse
GC70GC1,/work/gif3/sharu/Metagenomics/data/GC70GC1_806rcbc149_R1.fastq.gz,forward
GC45GC1,/work/gif3/sharu/Metagenomics/data/GC45GC1_806rcbc170_R1.fastq.gz,forward
syncomP73,/work/gif3/sharu/Metagenomics/data/syncomP73_160125_R1.fastq.gz,forward
syncomP73,/work/gif3/sharu/Metagenomics/data/syncomP73_160126_R2.fastq.gz,reverse
GC61GC2,/work/gif3/sharu/Metagenomics/data/GC61GC2_806rcbc138_R1.fastq.gz,forward
GC3GC1,/work/gif3/sharu/Metagenomics/data/GC3GC1_806rcbc127_R2.fastq.gz,reverse
GC34GC1,/work/gif3/sharu/Metagenomics/data/GC34GC1_806rcbc460_R1.fastq.gz,forward
syncomP5,/work/gif3/sharu/Metagenomics/data/syncomP5_160126_R1.fastq.gz,forward
syncomP5,/work/gif3/sharu/Metagenomics/data/syncomP5_160125_R2.fastq.gz,reverse
GC31GC2,/work/gif3/sharu/Metagenomics/data/GC31GC2_806rcbc353_R2.fastq.gz,reverse
GC53GC2,/work/gif3/sharu/Metagenomics/data/GC53GC2_806rcbc105_R2.fastq.gz,reverse
syncomP61,/work/gif3/sharu/Metagenomics/data/syncomP61_160126_R1.fastq.gz,forward
syncomP61,/work/gif3/sharu/Metagenomics/data/syncomP61_160125_R2.fastq.gz,reverse
GC39GC1,/work/gif3/sharu/Metagenomics/data/GC39GC1_806rcbc142_R2.fastq.gz,reverse
GC29GC2,/work/gif3/sharu/Metagenomics/data/GC29GC2_806rcbc289_R1.fastq.gz,forward
GC2GC2,/work/gif3/sharu/Metagenomics/data/GC2GC2_806rcbc458_R1.fastq.gz,forward
GC40GC2,/work/gif3/sharu/Metagenomics/data/GC40GC2_806rcbc118_R2.fastq.gz,reverse
GC81GC1,/work/gif3/sharu/Metagenomics/data/GC81GC1_806rcbc288_R1.fastq.gz,forward
GC26GC2,/work/gif3/sharu/Metagenomics/data/GC26GC2_806rcbc422_R2.fastq.gz,reverse
GC42GC2,/work/gif3/sharu/Metagenomics/data/GC42GC2_806rcbc188_R1.fastq.gz,forward
syncomP30,/work/gif3/sharu/Metagenomics/data/syncomP30_160126_R1.fastq.gz,forward
syncomP30,/work/gif3/sharu/Metagenomics/data/syncomP30_160125_R2.fastq.gz,reverse
GC16GC1,/work/gif3/sharu/Metagenomics/data/GC16GC1_806rcbc328_R1.fastq.gz,forward
GC14GC2,/work/gif3/sharu/Metagenomics/data/GC14GC2_806rcbc403_R2.fastq.gz,reverse
GC72GC2,/work/gif3/sharu/Metagenomics/data/GC72GC2_806rcbc341_R1.fastq.gz,forward
GC32GC1,/work/gif3/sharu/Metagenomics/data/GC32GC1_806rcbc326_R1.fastq.gz,forward
GC103GC1,/work/gif3/sharu/Metagenomics/data/GC103GC1_806rcbc150_R2.fastq.gz,reverse
GC106GC1,/work/gif3/sharu/Metagenomics/data/GC106GC1_806rcbc378_R1.fastq.gz,forward
GC14GC1,/work/gif3/sharu/Metagenomics/data/GC14GC1_806rcbc118_R2.fastq.gz,reverse
GC62GC2,/work/gif3/sharu/Metagenomics/data/GC62GC2_806rcbc302_R2.fastq.gz,reverse
GC59GC2,/work/gif3/sharu/Metagenomics/data/GC59GC2_806rcbc452_R1.fastq.gz,forward
GC3GC2,/work/gif3/sharu/Metagenomics/data/GC3GC2_806rcbc420_R1.fastq.gz,forward
GC29GC2,/work/gif3/sharu/Metagenomics/data/GC29GC2_806rcbc385_R1.fastq.gz,forward
GC89GC1,/work/gif3/sharu/Metagenomics/data/GC89GC1_806rcbc169_R2.fastq.gz,reverse
GC63GC2,/work/gif3/sharu/Metagenomics/data/GC63GC2_806rcbc453_R2.fastq.gz,reverse
syncomP8,/work/gif3/sharu/Metagenomics/data/syncomP8_160126_R2.fastq.gz,reverse
GC88GC2,/work/gif3/sharu/Metagenomics/data/GC88GC2_806rcbc139_R1.fastq.gz,forward
syncomP8,/work/gif3/sharu/Metagenomics/data/syncomP8_160125_R1.fastq.gz,forward
GC18GC2,/work/gif3/sharu/Metagenomics/data/GC18GC2_806rcbc159_R1.fastq.gz,forward
syncomP52,/work/gif3/sharu/Metagenomics/data/syncomP52_160125_R1.fastq.gz,forward
syncomP52,/work/gif3/sharu/Metagenomics/data/syncomP52_160126_R2.fastq.gz,reverse
GC95GC2,/work/gif3/sharu/Metagenomics/data/GC95GC2_806rcbc372_R2.fastq.gz,reverse
GC21GC1,/work/gif3/sharu/Metagenomics/data/GC21GC1_806rcbc356_R1.fastq.gz,forward
GC17GC1,/work/gif3/sharu/Metagenomics/data/GC17GC1_806rcbc350_R1.fastq.gz,forward
GC55GC2,/work/gif3/sharu/Metagenomics/data/GC55GC2_806rcbc459_R1.fastq.gz,forward
GC57GC2,/work/gif3/sharu/Metagenomics/data/GC57GC2_806rcbc337_R1.fastq.gz,forward
syncomP92,/work/gif3/sharu/Metagenomics/data/syncomP92_160125_R2.fastq.gz,reverse
syncomP92,/work/gif3/sharu/Metagenomics/data/syncomP92_160126_R1.fastq.gz,forward
GC100GC1,/work/gif3/sharu/Metagenomics/data/GC100GC1_806rcbc381_R1.fastq.gz,forward
GC84GC2,/work/gif3/sharu/Metagenomics/data/GC84GC2_806rcbc443_R2.fastq.gz,reverse
GC43GC1,/work/gif3/sharu/Metagenomics/data/GC43GC1_806rcbc339_R1.fastq.gz,forward
GC75GC2,/work/gif3/sharu/Metagenomics/data/GC75GC2_806rcbc376_R1.fastq.gz,forward
GC1GC1,/work/gif3/sharu/Metagenomics/data/GC1GC1_806rcbc98_R2.fastq.gz,reverse
GC60GC2,/work/gif3/sharu/Metagenomics/data/GC60GC2_806rcbc369_R1.fastq.gz,forward
GC2GC1,/work/gif3/sharu/Metagenomics/data/GC2GC1_806rcbc375_R1.fastq.gz,forward
GC17GC2,/work/gif3/sharu/Metagenomics/data/GC17GC2_806rcbc358_R2.fastq.gz,reverse
GC105GC1,/work/gif3/sharu/Metagenomics/data/GC105GC1_806rcbc306_R2.fastq.gz,reverse
GC28GC1,/work/gif3/sharu/Metagenomics/data/GC28GC1_806rcbc321_R2.fastq.gz,reverse
GC55GC1,/work/gif3/sharu/Metagenomics/data/GC55GC1_806rcbc97_R2.fastq.gz,reverse
GC49GC2,/work/gif3/sharu/Metagenomics/data/GC49GC2_806rcbc101_R2.fastq.gz,reverse
syncomP53,/work/gif3/sharu/Metagenomics/data/syncomP53_160125_R2.fastq.gz,reverse
GC36GC2,/work/gif3/sharu/Metagenomics/data/GC36GC2_806rcbc368_R1.fastq.gz,forward
syncomP53,/work/gif3/sharu/Metagenomics/data/syncomP53_160126_R1.fastq.gz,forward
syncomP9,/work/gif3/sharu/Metagenomics/data/syncomP9_160126_R1.fastq.gz,forward
syncomP9,/work/gif3/sharu/Metagenomics/data/syncomP9_160125_R2.fastq.gz,reverse
GC71GC2,/work/gif3/sharu/Metagenomics/data/GC71GC2_806rcbc352_R2.fastq.gz,reverse
GC99GC2,/work/gif3/sharu/Metagenomics/data/GC99GC2_806rcbc338_R1.fastq.gz,forward
GC79GC2,/work/gif3/sharu/Metagenomics/data/GC79GC2_806rcbc371_R2.fastq.gz,reverse
GC23GC2,/work/gif3/sharu/Metagenomics/data/GC23GC2_806rcbc103_R1.fastq.gz,forward
syncomP93,/work/gif3/sharu/Metagenomics/data/syncomP93_160125_R1.fastq.gz,forward
syncomP93,/work/gif3/sharu/Metagenomics/data/syncomP93_160126_R2.fastq.gz,reverse
GC38GC2,/work/gif3/sharu/Metagenomics/data/GC38GC2_806rcbc346_R1.fastq.gz,forward
GC22GC1,/work/gif3/sharu/Metagenomics/data/GC22GC1_806rcbc184_R1.fastq.gz,forward
syncomP4,/work/gif3/sharu/Metagenomics/data/syncomP4_160126_R2.fastq.gz,reverse
syncomP4,/work/gif3/sharu/Metagenomics/data/syncomP4_160125_R1.fastq.gz,forward
syncomP60,/work/gif3/sharu/Metagenomics/data/syncomP60_160126_R2.fastq.gz,reverse
syncomP60,/work/gif3/sharu/Metagenomics/data/syncomP60_160125_R1.fastq.gz,forward
GC26GC1,/work/gif3/sharu/Metagenomics/data/GC26GC1_806rcbc119_R2.fastq.gz,reverse
GC88GC1,/work/gif3/sharu/Metagenomics/data/GC88GC1_806rcbc327_R2.fastq.gz,reverse
GC62GC2,/work/gif3/sharu/Metagenomics/data/GC62GC2_806rcbc398_R1.fastq.gz,forward
GC96GC2,/work/gif3/sharu/Metagenomics/data/GC96GC2_806rcbc119_R2.fastq.gz,reverse
syncomP31,/work/gif3/sharu/Metagenomics/data/syncomP31_160126_R2.fastq.gz,reverse
syncomP31,/work/gif3/sharu/Metagenomics/data/syncomP31_160125_R1.fastq.gz,forward
GC84GC1,/work/gif3/sharu/Metagenomics/data/GC84GC1_806rcbc320_R1.fastq.gz,forward
GC46GC2,/work/gif3/sharu/Metagenomics/data/GC46GC2_806rcbc157_R2.fastq.gz,reverse
GC5GC2,/work/gif3/sharu/Metagenomics/data/GC5GC2_806rcbc291_R1.fastq.gz,forward
GC98GC1,/work/gif3/sharu/Metagenomics/data/GC98GC1_806rcbc309_R1.fastq.gz,forward
GC72GC1,/work/gif3/sharu/Metagenomics/data/GC72GC1_806rcbc291_R2.fastq.gz,reverse
GC12GC1,/work/gif3/sharu/Metagenomics/data/GC12GC1_806rcbc190_R1.fastq.gz,forward
GC31GC2,/work/gif3/sharu/Metagenomics/data/GC31GC2_806rcbc449_R1.fastq.gz,forward
GC76GC2,/work/gif3/sharu/Metagenomics/data/GC76GC2_806rcbc473_R2.fastq.gz,reverse
GC23GC1,/work/gif3/sharu/Metagenomics/data/GC23GC1_806rcbc182_R2.fastq.gz,reverse
syncomP23,/work/gif3/sharu/Metagenomics/data/syncomP23_160125_R2.fastq.gz,reverse
syncomP23,/work/gif3/sharu/Metagenomics/data/syncomP23_160126_R1.fastq.gz,forward
GC56GC1,/work/gif3/sharu/Metagenomics/data/GC56GC1_806rcbc357_R2.fastq.gz,reverse
GC93GC2,/work/gif3/sharu/Metagenomics/data/GC93GC2_806rcbc137_R1.fastq.gz,forward
GC106GC1,/work/gif3/sharu/Metagenomics/data/GC106GC1_806rcbc186_R2.fastq.gz,reverse
GC94GC2,/work/gif3/sharu/Metagenomics/data/GC94GC2_806rcbc120_R1.fastq.gz,forward
GC73GC2,/work/gif3/sharu/Metagenomics/data/GC73GC2_806rcbc172_R1.fastq.gz,forward
syncomP72,/work/gif3/sharu/Metagenomics/data/syncomP72_160125_R2.fastq.gz,reverse
GC33GC2,/work/gif3/sharu/Metagenomics/data/GC33GC2_806rcbc463_R1.fastq.gz,forward
syncomP72,/work/gif3/sharu/Metagenomics/data/syncomP72_160126_R1.fastq.gz,forward
GC95GC2,/work/gif3/sharu/Metagenomics/data/GC95GC2_806rcbc180_R2.fastq.gz,reverse
GC56GC2,/work/gif3/sharu/Metagenomics/data/GC56GC2_806rcbc455_R2.fastq.gz,reverse
GC28GC2,/work/gif3/sharu/Metagenomics/data/GC28GC2_806rcbc451_R2.fastq.gz,reverse
GC90GC2,/work/gif3/sharu/Metagenomics/data/GC90GC2_806rcbc107_R1.fastq.gz,forward
GC100GC2,/work/gif3/sharu/Metagenomics/data/GC100GC2_806rcbc303_R1.fastq.gz,forward
GC52GC1,/work/gif3/sharu/Metagenomics/data/GC52GC1_806rcbc107_R1.fastq.gz,forward
GC81GC2,/work/gif3/sharu/Metagenomics/data/GC81GC2_806rcbc400_R1.fastq.gz,forward
GC98GC2,/work/gif3/sharu/Metagenomics/data/GC98GC2_806rcbc388_R2.fastq.gz,reverse
GC9GC2,/work/gif3/sharu/Metagenomics/data/GC9GC2_806rcbc386_R1.fastq.gz,forward
GC84GC1,/work/gif3/sharu/Metagenomics/data/GC84GC1_806rcbc416_R1.fastq.gz,forward
syncomP41,/work/gif3/sharu/Metagenomics/data/syncomP41_160126_R2.fastq.gz,reverse
syncomP41,/work/gif3/sharu/Metagenomics/data/syncomP41_160125_R1.fastq.gz,forward
GC73GC2,/work/gif3/sharu/Metagenomics/data/GC73GC2_806rcbc364_R1.fastq.gz,forward
GC25GC2,/work/gif3/sharu/Metagenomics/data/GC25GC2_806rcbc421_R1.fastq.gz,forward
GC97GC1,/work/gif3/sharu/Metagenomics/data/GC97GC1_806rcbc181_R2.fastq.gz,reverse
syncomP81,/work/gif3/sharu/Metagenomics/data/syncomP81_160126_R1.fastq.gz,forward
GC1GC2,/work/gif3/sharu/Metagenomics/data/GC1GC2_806rcbc457_R1.fastq.gz,forward
syncomP81,/work/gif3/sharu/Metagenomics/data/syncomP81_160125_R2.fastq.gz,reverse
GC89GC2,/work/gif3/sharu/Metagenomics/data/GC89GC2_806rcbc306_R2.fastq.gz,reverse
